1;;;;
;GR01-00016699;Color:color:0;зеленый:0;GR01-00016699
;GR01-00015906;Color:color:0;коричневый:0;GR01-00015906
;GR01-00010827;Color:color:0;оранжевый:0;GR01-00010827
;GR01-00014041;Color:color:0;коричневый:0;GR01-00014041
;GR01-00012377;Color:color:0;красный:0;GR01-00012377
;GR01-00015761;Color:color:0;серый:0;GR01-00015761
;GR01-00015642;Color:color:0;сиреневый:0;GR01-00015642
;GR01-00015642;Color:color:1;сливовый:1;GR01-00015642
;3972;Color:color:0;черный:0;3972
;5089;Color:color:0;черный:0;5089
;GR01-00016706;Color:color:0;зеленый:0;GR01-00016706
;TT220-131 Евро;Color:color:0;коричневый:0;TT220-131 Евро
;GR01-00014339;Color:color:0;красный:0;GR01-00014339
;TTCL-105 2 спальный;Color:color:0;сиреневый:0;TTCL-105 2 спальный
;TTCL-105 Евро;Color:color:0;сиреневый:0;TTCL-105 Евро
;TTCL-105 Семейный;Color:color:0;сиреневый:0;TTCL-105 Семейный
;GR01-00017572;Color:color:0;бежевый:0;GR01-00017572
;GR01-00017572;Color:color:1;черный:1;GR01-00017572
;GR01-00016696;Color:color:0;зеленый:0;GR01-00016696
;GR01-00017041;Color:color:0;розовый:0;GR01-00017041
;GR01-00016145;Color:color:0;бордовый:0;GR01-00016145
;GR01-00015911;Color:color:0;лиловый:0;GR01-00015911
;GR01-00017084;Color:color:0;голубой:0;GR01-00017084
;GR01-00017087;Color:color:0;бежевый:0;GR01-00017087
;GR01-00016549;Color:color:0;фуксия:0;GR01-00016549
;GR01-00016878;Color:color:0;хаки:0;GR01-00016878
;GR01-00016552;Color:color:0;лиловый:0;GR01-00016552
;GR01-00016185;Color:color:0;хаки:0;GR01-00016185
;GR01-00016497;Color:color:0;синий:0;GR01-00016497
;GR01-00015590;Color:color:0;серый:0;GR01-00015590
;GR01-00015590;Color:color:1;черный:1;GR01-00015590
;GR01-00017579;Color:color:0;бирюзовый:0;GR01-00017579
;GR01-00017579;Color:color:1;серый:1;GR01-00017579
;TTSDS-49 Евро;Color:color:0;бордовый:0;TTSDS-49 Евро
;TTSDS-56 2 спальный;Color:color:0;коричневый:0;TTSDS-56 2 спальный
;TTSDS-56 Евро;Color:color:0;коричневый:0;TTSDS-56 Евро
;TTSDS-58 Семейный;Color:color:0;синий:0;TTSDS-58 Семейный
;TTTP-20 Евро;Color:color:0;голубой:0;TTTP-20 Евро
;GR01-00016005;Color:color:0;оранжевый:0;GR01-00016005
;TTPRC-02 240x260;Color:color:0;кремовый:0;TTPRC-02 240x260
;TTPRC-03 240x260;Color:color:0;бежевый:0;TTPRC-03 240x260
;TTPRC-15 240x260;Color:color:0;белый:0;TTPRC-15 240x260
;GR01-00017012;Color:color:0;черный:0;GR01-00017012
;TTWAVE Pembe 70x120;Color:color:0;розовый:0;TTWAVE Pembe 70x120
;GR01-00015998;Color:color:0;оранжевый:0;GR01-00015998
